url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,"Under Siege 2: Dark Territory",Movie,"Action, Adventure, Thriller",1995,tt0114781,5.6,50907,JP
,Bogus,Movie,"Comedy, Family, Fantasy",1996,tt0115725,5.4,7118,US
,"I Still Know What You Did Last Summer",Movie,"Horror, Mystery, Thriller",1998,tt0130018,4.8,80260,US
,"Black Sheep",Movie,"Comedy, Horror, Sci-Fi",2006,tt0779982,5.8,42414,JP
,"Flags of Our Fathers",Movie,"Action, Adventure, Drama",2006,tt0418689,7.1,130484,JP
https://www.hulu.com/movie/8deb3804-4f08-4066-8222-c72a5793be36,Beetlejuice,Movie,"Comedy, Fantasy",1988,tt0094721,7.5,382878,JP
,"That Man from Rio",Movie,"Action, Adventure, Comedy",1964,tt0058203,7,6441,JP
,"Women on the Verge of a Nervous Breakdown",Movie,"Comedy, Drama",1988,tt0095675,7.5,47498,JP
,Scream,Movie,"Horror, Mystery",1996,tt0117571,7.4,400857,JP
,"The Kingdom",Movie,"Action, Drama, Thriller",2007,tt0431197,7,133488,JP
,Bordertown,Movie,"Crime, Mystery, Thriller",2007,tt0445935,6,11534,JP
,"Jamón, Jamón",Movie,"Comedy, Drama, Romance",1992,tt0104545,6.4,15409,JP
,Enchanted,Movie,"Adventure, Animation, Comedy",2007,tt0461770,7.1,220102,US
,"The Machinist",Movie,"Drama, Thriller",2004,tt0361862,7.6,421788,JP
,"The Story of O",Movie,Drama,1975,tt0073115,5.3,7059,JP
,"The Guardian",Movie,"Action, Adventure, Drama",2006,tt0406816,6.9,99507,US
,"Gone Baby Gone",Movie,"Crime, Drama, Mystery",2007,tt0452623,7.6,297679,JP
,Obsession,Movie,"Drama, Mystery, Thriller",1976,tt0074991,6.7,12201,JP
,"The Jackal",Movie,"Action, Crime, Drama",1997,tt0119395,6.4,125976,JP
,"The Curious Case of Benjamin Button",Movie,"Drama, Fantasy, Romance",2008,tt0421715,7.8,707187,JP
,"10 Things I Hate About You",Movie,"Comedy, Drama, Romance",1999,tt0147800,7.3,400589,US
,"3:10 to Yuma",Movie,"Action, Crime, Drama",2007,tt0381849,7.6,336868,JP
,Teorema,Movie,"Drama, Mystery",1968,tt0063678,7,15664,JP
,"Lisa and the Devil",Movie,"Horror, Mystery",1973,tt0068863,6.2,5533,JP
,"Baron Blood",Movie,Horror,1972,tt0069048,5.9,4372,JP
,"A Bay of Blood",Movie,"Horror, Mystery, Thriller",1971,tt0067656,6.5,13236,JP
,"Le Samouraï",Movie,"Crime, Drama, Thriller",1967,tt0062229,8,60190,JP
,"Donkey Skin",Movie,"Comedy, Fantasy, Musical",1970,tt0066207,7,6646,JP
,"Sky High",Movie,"Action, Adventure, Drama",2002,tt0398563,6.1,1517,JP
,"The Mist",Movie,"Horror, Sci-Fi, Thriller",2007,tt0884328,7.1,349012,US
,Papillon,Movie,"Biography, Crime, Drama",1973,tt0070511,8,140210,JP
,"The Umbrellas of Cherbourg",Movie,"Drama, Musical, Romance",1964,tt0058450,7.8,32141,JP
