url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,"Les bleus: premiers pas dans la police","TV Series","Action, Crime, Drama",2006,tt0759057,6.8,201,"FR, MC"
,"Nature's Great Events","TV Series","Documentary, Family",2009,tt1380596,8.9,3390,"AG, BB, BS, HN, NI, TT, US"
,Sherlock,"TV Series","Crime, Drama, Mystery",2010,tt1475582,9.1,1021536,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Head 2 Head","TV Series",Sport,2012,tt6495520,7.9,46,"HN, US"
,Trailblazers,"TV Series",Adventure,2016,tt5674984,6.8,21,"BE, CZ, DK, ES, FI, FR, NL, NO, RO, SE"
,Chuggington,"TV Series","Adventure, Animation, Comedy",2008,tt1307510,5.8,782,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,"TV Series",Documentary,2006,,,,"BG, CZ, HU, MD, NL, RO, SK"
,"Ellen DeGeneres: Here and Now","TV Series","Comedy, Documentary",2003,tt0365156,7.6,1610,"AR, BR, CO"
,"Norske Talenter","TV Series","Music, Reality-TV",2008,tt2115019,3.9,38,NO
,"The Best Thing I Ever Ate","TV Series",Reality-TV,2009,tt1484823,7,309,"AG, BB, BS, HN, NI, TT, US"
,"Physics or Chemistry","TV Series","Comedy, Drama",2008,tt1153059,6.4,1866,"AD, ES"
,"The Little Couple","TV Series",Reality-TV,2009,tt1476894,6.8,1063,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, NO, PT, RO, SI, SK"
,"Monsters Inside Me","TV Series",Documentary,2009,tt1454824,7.6,792,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"The Colony","TV Series",Reality-TV,2009,tt1470018,7.7,2021,"AD, ES"
,"Hero Corp","TV Series","Action, Comedy, Sci-Fi",2008,tt1480072,7,516,"FR, MC"
,"Paradise Lost","TV Series",Drama,2008,tt1201129,7.7,26,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Teraz albo nigdy!","TV Series","Drama, Romance",2008,tt1219742,4.5,116,PL
,"Four Weddings","TV Series",Reality-TV,2009,tt1559672,5.5,381,"AG, BB, BS, HN, NI, RS, TT, US"
,"Against the Odds","TV Series","Documentary, History, War",2014,tt3715438,8,76,"AD, DK, ES, NL, NO, PT, SE"
,"Swamp Loggers","TV Series",Reality-TV,2009,tt1466797,6.3,262,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, RO, SE, SI, SK"
,"Down and Dirty with Jim Norton","TV Series",Comedy,2008,tt1239394,6.8,143,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, NL, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,,"TV Series",,2008,,,,"BG, CZ, HU, MD, RO, SK"
,"Giada's Holiday Handbook","TV Series",Family,2015,tt5223578,6.1,32,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"On the Case with Paula Zahn","TV Series","Crime, Documentary",2009,tt1554356,7.3,1116,"AG, BB, BE, BS, CZ, DK, FI, FR, HN, MC, NI, NL, NO, RO, RS, SE, TT, US"
,"The Alzheimer's Project","TV Series",Documentary,2009,tt1432143,7.7,119,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"Mam talent!","TV Series",Reality-TV,2008,tt3895796,5.5,30,PL
,,"TV Series",,,,,,"HN, RS, US"
,"Arga snickaren","TV Series",Reality-TV,2009,tt4488690,6.7,59,"FI, SE"
,,"TV Series","Documentary, Reality",2008,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Disappeared,"TV Series","Crime, Documentary, Mystery",2009,tt1563280,8,1409,"AD, AG, AR, BB, BE, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HN, HU, MC, MD, MX, NI, NL, NO, PE, PT, RO, SE, SK, SV, TT, US, UY"
,"Animal Cops: Philadelphia","TV Series",Documentary,2008,tt1262401,7.4,133,"BE, FR, MC"
,"Family Bonds","TV Series",Reality-TV,2004,tt0424638,7.6,73,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Solved,"TV Series","Crime, Documentary",2008,tt1307392,7.9,256,"AD, BA, BE, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, SI, SK"
,,"TV Series",,,,,,PL
,,"TV Series",,2007,,,,"AR, BR, CO, CZ, FI, NO, RO, SE"
,"Who Do You Think You Are?","TV Series","Biography, Documentary, History",2010,tt1365047,8,1496,SE
,"House Hunters International","TV Series",Reality-TV,2006,tt0795129,7,1430,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
,"The Bad Boys of Comedy","TV Series","Comedy, Documentary",2005,tt0460667,6.6,85,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"North America","TV Series","Documentary, Family",2013,tt2189258,8.4,622,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,,"TV Series",,2000,,,,"BE, FI, NL, NO, SE"
,,"TV Series",,2008,,,,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"The Yogi Bear Show","TV Series","Adventure, Animation, Comedy",1961,tt0255768,6.6,11270,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Toddlers & Tiaras","TV Series",Reality-TV,2009,tt1364951,1.7,3784,"AG, BA, BB, BG, BS, CZ, DK, HN, HR, HU, MD, ME, MK, NI, NL, NO, PT, RO, SE, SI, SK, TT, US"
,BrzydUla,"TV Series","Comedy, Drama, Romance",2008,tt1331277,5.3,307,PL
,"Beauty and the Geek Australia","TV Series",Reality-TV,2009,tt1530517,6.3,346,PL
,"Bored to Death","TV Series","Comedy, Crime, Drama",2009,tt1255913,7.9,34929,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Ben 10: Ultimate Alien","TV Series","Action, Adventure, Animation",2010,tt1622696,7.7,12187,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Regular Show","TV Series","Action, Adventure, Animation",2010,tt1710308,8.5,61691,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
,Victorious,"TV Series","Comedy, Drama, Family",2010,tt1604099,7,30565,"CZ, RO"
,Misfits,"TV Series","Comedy, Drama, Fantasy",2009,tt1548850,8.2,108950,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, NL, PL, PT, RO, SI, SK"
,"Say Yes to the Dress","TV Series",Reality-TV,2007,tt1166709,5.6,2046,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Haunted","TV Series","Documentary, Horror, Mystery",2009,tt1566020,7,693,"AD, BE, CZ, DK, ES, FR, HU, MC, MD, RO, SE, SK"
,Capadocia,"TV Series",Drama,2008,tt1068899,8.1,728,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Pit Bulls and Parolees","TV Series","Drama, Reality-TV",2009,tt1538145,8.1,1524,"AG, BA, BB, BE, BG, BS, CZ, DK, FI, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PT, RO, SE, SI, SK, TT, US"
,"Green Porno","TV Series",Comedy,2008,tt1231602,8,582,US
,"The Adventures of Batman","TV Series","Action, Adventure, Animation",1968,tt0062544,7.3,1685,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Worst Cooks in America","TV Series","Comedy, Game-Show, Reality-TV",2010,tt1570957,6.3,1731,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Gordon's Great Escape","TV Series",Documentary,2010,tt1607037,7.7,485,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
,"Naruto: Shippuden","TV Series","Action, Adventure, Animation",2007,tt0988824,8.7,181348,"AR, BO, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
,"Pretty Little Liars","TV Series","Drama, Mystery, Romance",2010,tt1578873,7.4,181040,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"BBQ Pitmasters","TV Series",Reality-TV,2009,tt1554330,6.5,274,"AG, BB, BS, HN, NI, RS, TT, US"
,"How to Make It in America","TV Series","Comedy, Drama",2010,tt1299365,7.9,16372,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Generator Rex","TV Series","Action, Adventure, Animation",2010,tt1636691,7.6,8314,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Sym-Bionic Titan","TV Series","Action, Adventure, Animation",2010,tt1709198,8.1,3352,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Antonio Treatment","TV Series",Reality-TV,2009,tt1549472,6.9,50,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Hoarding: Buried Alive","TV Series",Documentary,2010,tt1538296,6.5,798,"AG, BA, BB, BG, BS, CZ, DK, FI, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, RS, SE, SI, SK, TT, US"
,"The Looney Tunes Show","TV Series","Adventure, Animation, Comedy",2011,tt1726839,7.8,16113,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Into the Universe with Stephen Hawking","TV Series",Documentary,2010,tt1655078,8.5,5588,BE
,"Check It Out! with Dr. Steve Brule","TV Series","Comedy, Talk-Show",2010,tt1657563,8.6,6994,"AG, BB, BS, HN, NI, RS, TT, US"
,"Funny or Die Presents...","TV Series",Comedy,2007,tt1556078,5.6,1311,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
,"Mike & Molly","TV Series","Comedy, Romance",2010,tt1608180,6.5,28475,"AG, BB, BS, HN, NI, RS, TT, US"
,Luck,"TV Series","Drama, Sport",2011,tt1578887,7.4,6295,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,Eagleheart,"TV Series","Action, Comedy",2011,tt1728860,7.4,2197,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
,"Rizzoli & Isles","TV Series","Crime, Drama, Mystery",2010,tt1551632,7.6,38969,"AG, BB, BS, HN, NI, RS, TT"
,"Cupcake Wars","TV Series","Game-Show, Reality-TV",2009,tt1517749,5.8,1039,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Dual Survival","TV Series","Adventure, Game-Show, Reality-TV",2010,tt1673441,7.4,3413,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
,"Man, Woman, Wild","TV Series","Adventure, Reality-TV",2010,tt1695353,6.7,1181,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NO, PA, PE, PY, SV, TC, UY, VE"
,"Young Justice","TV Series","Action, Adventure, Animation",2010,tt1641384,8.6,46684,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Say Yes to the Dress: Atlanta","TV Series",Reality-TV,2010,tt1730755,5.7,525,"AD, AG, AR, BB, BO, BS, CL, CO, CR, DO, ES, GT, HN, JM, MX, NI, PA, PE, PY, SV, TT, US, UY, VE"
,"Kid in a Candy Store","TV Series",Reality-TV,2010,tt1727428,7.9,24,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Great Food Truck Race","TV Series","Game-Show, Reality-TV",2010,tt1711420,6.7,865,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"Surviving the Cut","TV Series",Reality-TV,2010,tt1711419,7.9,578,"BE, FR, MC, NO"
,Scrappers,"TV Series",Reality-TV,2010,tt1697029,7,69,RO
,"How the Universe Works","TV Series",Documentary,2010,tt1832668,8.9,7373,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SK, SV, TC, TT, US, UY, VE"
,"Downton Abbey","TV Series","Drama, Romance",2010,tt1606375,8.7,229325,"AD, BA, BG, HR, MD, ME, MK, SI, SK"
,"Love It or List It","TV Series",Reality-TV,2008,tt1773182,6.5,2669,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,,"TV Series",Documentary,,,,,"AR, BR, CO"
,"Howe & Howe Tech","TV Series",Reality-TV,2010,tt1579022,7.8,58,"HN, NO, US"
,"Sister Wives","TV Series",Reality-TV,2010,tt1721666,4.5,3006,"AD, AG, AR, BA, BB, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, GT, HN, HR, HU, MD, ME, MK, MX, NI, NL, NO, PE, PL, PT, RO, RS, SE, SI, SK, SV, TT, US, UY"
,"Most Terrifying Places in America","TV Series",Adventure,2009,tt1579243,6.6,93,"AG, BB, BS, HN, NI, TT, US"
,Shameless,"TV Series","Comedy, Drama",2011,tt1586680,8.5,298417,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Los hombres de Paco","TV Series","Comedy, Crime, Drama",2005,tt0475464,7,2357,"AD, ES"
,"The Vanilla Ice Project","TV Series",Reality-TV,2010,tt1734192,6.6,326,"HN, US"
,Enlightened,"TV Series","Comedy, Drama",2011,tt1509004,7.5,10442,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Gold Rush","TV Series",Reality-TV,2010,tt1800864,7.2,5583,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Falling Skies","TV Series","Action, Adventure, Drama",2011,tt1462059,7.1,93861,"AG, BB, BS, FR, HN, MC, NI, RS, TT, US"
,"Property Brothers","TV Series",Reality-TV,2011,tt1827882,7.1,3537,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FI, GT, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
,"Strange Sex","TV Series",Documentary,2010,tt1705089,5.4,144,"BG, MD, NO, RO"
,"The Ricky Gervais Show","TV Series","Animation, Comedy, Talk-Show",2010,tt1553644,8.4,17266,"DK, FI, NO, SE"
,"My Strange Addiction","TV Series","Biography, Documentary, Reality-TV",2010,tt1809014,5.7,1229,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, RS, SV, TT, US, UY"
,"Usta usta","TV Series",Comedy,2010,tt1673344,6.9,215,PL
,"Restaurant: Impossible","TV Series",Reality-TV,2011,tt1771742,6.8,2261,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Flying Wild Alaska","TV Series","Action, Adventure, Reality-TV",2011,tt1781092,8.1,642,"BA, BE, FR, HR, MC, ME, MK, SI"
,"Åndenes Makt","TV Series","Mystery, Reality-TV",2004,tt2429392,5.5,68,NO
,"Who the (Bleep) Did I Marry","TV Series","Biography, Crime, Documentary",2010,tt1705096,6.7,661,"AD, AG, AR, BB, BE, BG, BO, BR, BS, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HN, HU, MC, MD, MX, NI, NL, NO, PE, PL, RO, SE, SK, SV, TT, US, UY"
,"Airplane Repo","TV Series",Drama,2010,tt1808720,4.8,495,"BA, BG, CZ, HR, HU, MD, ME, MK, NO, RO, SI, SK"
,Sinnasnekker'n,"TV Series",Reality-TV,2010,tt4265944,6.9,26,NO
,,"TV Series",,2010,,,,"HN, US"
,,"TV Series",Documentary,2010,,,,"HN, US"
,,"TV Series",,2008,,,,DK
,"Twarza w twarz","TV Series","Action, Crime, Drama",2007,tt1111729,5.3,155,PL
,"Alt for Norge","TV Series",Reality-TV,2010,tt3799414,8.4,73,NO
,"Chasing Classic Cars","TV Series",Documentary,2008,tt1357604,7.3,693,"AD, DK, ES, HN, NL, NO, PT, US"
,"If God Is Willing and da Creek Don't Rise","TV Series",Documentary,2010,tt1587373,7.6,589,"AG, BB, BS, HN, NI, TT, US"
,Odwróceni,"TV Series","Action, Crime, Drama",2007,tt0998810,7.6,497,PL
,,"TV Series","Reality, Documentary",2006,,,,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Octonauts","TV Series","Adventure, Animation, Comedy",2010,tt1710177,7.6,1633,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Food Paradise","TV Series",Reality-TV,2007,tt1200227,7.7,134,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Amazing World of Gumball","TV Series","Adventure, Animation, Comedy",2011,tt1942683,8.4,43946,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
,"One Piece","TV Series","Action, Adventure, Animation",1999,tt0388629,9,264148,"AR, BO, BR, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
,,"TV Series",Documentary,2009,,,,"AD, ES, PT"
,"Extreme Forensics","TV Series","Crime, Documentary, Drama",2008,tt1298822,7.8,95,"BG, CZ, DK, FI, HU, MD, NO, PT, RO, SE, SK"
,,"TV Series",,2010,,,,"HN, US"
,"Mysteries at the Museum","TV Series","Adventure, Biography, Crime",2010,tt2076566,8.1,1425,"AD, AG, BA, BB, BG, BS, CZ, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, PT, RO, RS, SI, SK, TT, US"
,"Auction Kings","TV Series",Reality-TV,2010,tt1772447,5.9,789,PT
,Ullared,"TV Series",Reality-TV,2009,tt2720700,6.3,151,"FI, SE"
,,"TV Series","Comedy, Documentary",2010,,,,SE
,"Sofias änglar","TV Series","Documentary, Reality-TV",2011,tt2322592,6.6,42,"DK, FI, NO, SE"
,"Nightmare Next Door","TV Series","Crime, Documentary",2011,tt1802968,7,1121,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,,"TV Series",Reality,2011,,,,"HN, US"
,"Stalked: Someone's Watching","TV Series","Crime, Documentary, Mystery",2011,tt1866674,7.5,370,"AG, BB, BS, HN, NI, TT, US"
,,"TV Series","Documentary, Comedy",2011,,,,"HN, US"
,"Out of the Wild: Venezuela","TV Series",Reality-TV,2011,tt1845623,7.8,165,"BE, FR, MC"
,"4-stjerners middag","TV Series",Reality-TV,2009,tt7050846,6.1,40,NO
,"Life After","TV Series",Biography,2009,tt1413895,7.8,50,BE
,"Recipe for Life","TV Series","Comedy, Drama",2011,tt1991674,6.3,172,PL
,NTSF:SD:SUV,"TV Series",Comedy,2011,tt1783495,7.3,3447,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
,"Kate Plus 8","TV Series",Reality-TV,2010,tt5209238,2.4,225,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, NL, NO, PT, RO, SI, SK"
,"Hart of Dixie","TV Series","Comedy, Drama, Romance",2011,tt1832979,7.7,57447,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"2 Broke Girls","TV Series",Comedy,2011,tt1845307,6.7,106897,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Oprah's Master Class","TV Series",Documentary,2011,tt1790281,5.9,234,"AG, BB, BS, HN, NI, TT, US"
,"Extreme Couponing","TV Series",Documentary,2011,tt1836419,4.7,528,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Mildred Pierce","TV Series","Crime, Drama, Mystery",2011,tt1492030,7.6,24584,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Off the Air","TV Series","Animation, Comedy, Horror",2011,tt2289131,8.4,1056,"AG, BB, BS, HN, NI, RS, TT, US"
,"My Babysitter's a Vampire","TV Series","Action, Comedy, Family",2011,tt1727434,7.1,5371,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"NY Ink","TV Series",Documentary,2011,tt1840051,6.6,463,"AR, BA, BE, BG, BO, BR, CL, CO, CR, CZ, FR, GT, HR, HU, MC, MD, ME, MK, MX, NL, NO, PE, PT, RO, SI, SK, SV, UY"
,"Parade's End","TV Series","Action, Drama, Romance",2012,tt1956017,7.5,10871,"AG, BB, BS, HN, NI, TT, US"
,,"TV Series",Documentary,2009,,,,PL
,"The Hour","TV Series",Drama,2011,tt1778108,8,11751,"AR, CO"
,"Finding Bigfoot","TV Series","Documentary, Drama, Thriller",2011,tt1948830,4.1,2044,"AG, AR, BB, BE, BR, BS, CO, DK, FI, FR, HN, MC, NI, NL, NO, PT, RS, SE, TT, US"
,"Daniel Tiger's Neighborhood","TV Series","Animation, Family, Fantasy",2012,tt2014553,7.5,1518,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Black Dynamite","TV Series","Action, Adventure, Animation",2011,tt1608383,8.1,4996,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"39 i pól","TV Series",Comedy,2008,tt1199743,6.2,352,PL
,"One Man Army","TV Series",Reality-TV,2011,tt1995841,6.6,192,"BE, FR, MC, NO"
,,"TV Series",,,,,,"AD, ES, FR, MC"
,Curiosity,"TV Series",Documentary,2011,tt1564623,7.6,736,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"MasterChef USA","TV Series","Game-Show, Reality-TV",2010,tt1694423,7.2,10112,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Green Lantern: The Animated Series","TV Series","Action, Adventure, Animation",2011,tt1724587,8,7668,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,,"TV Series",Documentary,2011,,,,"BE, FR, MC"
