url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,"Jack and the Beanstalk",Movie,"Comedy, Family, Fantasy",1952,tt0044762,5.8,3533,"HN, US"
,"The Hangover",Movie,Comedy,2009,tt1119646,7.7,864207,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, JM, LC, MC, MX, NL, NO, PA, PE, PT, PY, SE, SV, TC, UY, VE"
,"Lady Snowblood 2: Love Song of Vengeance",Movie,"Drama, Thriller",1974,tt0072157,6.3,4337,"AG, BB, BS, HN, NI, TT, US"
,"Clash of the Titans",Movie,"Action, Adventure, Fantasy",2010,tt0800320,5.8,295503,"AD, BE, ES, FR, PT"
,"Control Room",Movie,Documentary,2004,tt0391024,7.7,5293,"AG, BB, BS, NI, TT"
,"In Cold Blood",Movie,"Biography, Crime, Drama",1967,tt0061809,7.9,29921,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The Entertainer",Movie,Drama,1960,tt0053796,7.1,3825,"AG, BB, BS, HN, NI, TT, US"
,"The Boat That Rocked",Movie,"Comedy, Drama, Music",2009,tt1131729,7.3,117127,FR
,"The 3 Worlds of Gulliver",Movie,"Adventure, Family, Fantasy",1960,tt0053882,6.4,3158,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Godzilla: King of the Monsters!",Movie,"Action, Horror, Sci-Fi",1956,tt0197521,6.3,9038,"AG, BB, BS, NI, TT"
,"Azur & Asmar: The Princes' Quest",Movie,"Adventure, Animation, Family",2006,tt0439123,7.4,3717,"FR, MC"
,"Blithe Spirit",Movie,"Comedy, Fantasy",1945,tt0038363,7,8355,"AG, BB, BS, HN, NI, TT, US"
,"As You Like It",Movie,"Comedy, Drama, Romance",2006,tt0450972,6.1,3800,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MX, NI, NL, NO, PA, PE, PL, PT, PY, SE, SK, SV, TC, TT, US, UY, VE"
,"Juliet of the Spirits",Movie,"Comedy, Drama, Fantasy",1965,tt0059229,7.4,14987,"AG, BB, BS, HN, NI, TT, US"
,"Excellent Cadavers",Movie,"Crime, Drama, Thriller",1999,tt0151734,6.5,1437,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Superman: Brainiac Attacks",Movie,"Action, Animation, Sci-Fi",2006,tt0800226,5.8,5103,"AG, AR, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Terror of Mechagodzilla",Movie,"Action, Adventure, Family",1975,tt0073373,6.1,5997,"AG, BB, BS, HN, NI, TT, US"
,"Godzilla vs. Gigan",Movie,"Action, Adventure, Family",1972,tt0068371,5.6,5977,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Laramie Project",Movie,"Crime, Drama, History",2002,tt0257850,7.1,7030,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
,"The Red Shoes",Movie,"Drama, Music, Romance",1948,tt0040725,8.1,40206,"AG, BB, BS, HN, NI, RS, TT, US"
,"Invasion of Astro-Monster",Movie,"Action, Adventure, Sci-Fi",1965,tt0059346,6.2,7788,"AG, BB, BS, HN, NI, TT, US"
,"Autism: The Musical",Movie,"Documentary, Music",2007,tt0481580,7.7,775,"AG, BB, BS, HN, NI, TT, US"
,"The Hedgehog",Movie,Drama,2009,tt1442519,7.3,9867,"BE, FR"
,Rodan,Movie,"Sci-Fi, Thriller",1956,tt0049782,6.2,6203,"AG, BB, BS, HN, NI, TT, US"
,"Two If by Sea",Movie,"Comedy, Crime, Romance",1996,tt0118002,5.3,6464,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Zelary,Movie,"Drama, Romance, War",2003,tt0288330,7.5,3788,"CZ, SK"
,Medvídek,Movie,"Comedy, Drama",2007,tt1132596,6.2,574,"CZ, SK"
,"In the Loop",Movie,Comedy,2009,tt1226774,7.4,62236,"DK, FI, NO, SE"
,"Grey Gardens",Movie,"Biography, Drama",2009,tt0758751,7.4,11410,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Couples Retreat",Movie,Comedy,2009,tt1078940,5.5,116405,"AR, BE, BO, CL, CO, CR, FR, GT, MX, PE, SV, UY"
,Zombieland,Movie,"Action, Comedy, Horror",2009,tt1156398,7.5,633535,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Final Destination",Movie,"Horror, Thriller",2009,tt1144884,5.1,118265,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
,"I Do: How to Get Married and Stay Single",Movie,"Comedy, Romance",2006,tt0478724,6.7,6654,FR
,"Jennifer's Body",Movie,"Comedy, Horror",2009,tt1131734,5.5,156358,"AG, BB, BS, NI, TT"
,Avatar,Movie,"Action, Adventure, Fantasy",2009,tt0499549,7.9,1406116,"AG, BB, BS, HN, NI, RS, TT"
,"The End of the Affair",Movie,"Drama, Mystery, Romance",1999,tt0172396,7,24314,"AR, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, JM, LC, MX, PA, PE, PY, RO, SV, TC, UY, VE"
,"The Batman vs. Dracula",Movie,"Action, Animation, Horror",2005,tt0472219,6.6,11495,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Deep Red",Movie,"Horror, Mystery, Thriller",1975,tt0073582,7.5,43977,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"World's Greatest Dad",Movie,"Comedy, Drama",2009,tt1262981,6.9,41165,US
,"Divorce Italian Style",Movie,"Comedy, Drama, Romance",1961,tt0055913,7.9,14556,"AG, BB, BS, HN, NI, TT, US"
,"The Brothers",Movie,"Comedy, Drama, Romance",2001,tt0250274,6.3,5147,"AG, BB, BS, HN, NI, TT"
,"The Last Outlaw",Movie,"Action, Drama, Western",1993,tt0110307,6.1,3257,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Answer Man",Movie,"Comedy, Romance",2009,tt1187041,6.4,7389,"AG, BB, BS, NI, TT"
,"Until Death",Movie,"Action, Crime, Drama",2007,tt0783598,5.7,10487,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"For All Mankind",Movie,"Documentary, History",1989,tt0097372,8.1,6700,"AG, BB, BS, HN, NI, TT, US"
,"The Naked City",Movie,"Crime, Drama, Film-Noir",1948,tt0040636,7.5,15825,"AG, BB, BS, HN, NI, RS, TT, US"
,"Late Spring",Movie,"Comedy, Drama",1949,tt0041154,8.2,19846,"AG, BB, BS, HN, NI, RS, TT, US"
,"Early Spring",Movie,Drama,1956,tt0049784,7.7,3829,"AG, BB, BS, HN, NI, TT, US"
,"Jonah Hex",Movie,"Action, Drama, Fantasy",2010,tt1075747,4.7,62513,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,61*,Movie,"Biography, Drama, History",2001,tt0250934,7.7,17902,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
,"Something the Lord Made",Movie,"Biography, Drama",2004,tt0386792,8.1,15913,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"Scooby-Doo in Where's My Mummy?",Movie,"Adventure, Animation, Comedy",2005,tt0480461,6.6,4841,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Road Trip: Beer Pong",Movie,Comedy,2009,tt1319733,4.8,12490,"AG, BB, BS, HN, NI, TT"
,"Robin Hood",Movie,"Action, Adventure, Drama",2010,tt0955308,6.6,286685,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Necessary Roughness",Movie,"Comedy, Sport",1991,tt0102517,6.2,13358,"AG, BB, BS, NI, TT"
,"The Road",Movie,"Drama, Thriller",2009,tt0898367,7.2,258443,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,Grapes,Movie,Comedy,2008,tt1105753,6.5,891,"CZ, SK"
,"The Handmaid's Tale",Movie,"Drama, Romance, Sci-Fi",1990,tt0099731,6,11106,"CZ, MK, RO"
,"Funny People",Movie,"Comedy, Drama",2009,tt1201167,6.3,124502,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Aliens in the Attic",Movie,"Adventure, Comedy, Family",2009,tt0775552,5.4,24802,"AG, BB, BS, HN, NI, RS, TT"
,"She Hate Me",Movie,"Comedy, Drama",2004,tt0384533,5.3,8332,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Ugly Truth",Movie,"Comedy, Romance",2009,tt1142988,6.4,233131,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Ocean Waves",Movie,"Animation, Drama, Romance",1993,tt0108432,6.6,21180,"AG, BB, BS, HN, NI, TT, US"
,"Tom and Jerry Blast Off to Mars!",Movie,"Action, Adventure, Animation",2005,tt0433696,6,2544,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,Vibes,Movie,"Adventure, Comedy, Romance",1988,tt0096378,5.7,5325,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Casi divas",Movie,"Comedy, Fantasy, Musical",2008,tt1049948,6.1,786,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Orphan,Movie,"Horror, Mystery, Thriller",2009,tt1148204,7,259135,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"Buster's World",Movie,"Comedy, Family",1984,tt0087013,7.1,1623,"DK, FI, NO, SE"
,"Barbershop 2: Back in Business",Movie,"Comedy, Drama",2004,tt0337579,5.7,16195,"AG, BB, BS, HN, NI, TT"
,"The Snake",Movie,Thriller,2006,tt0486474,6.5,2675,FR
,Naked,Movie,"Comedy, Drama",1993,tt0107653,7.7,45025,"DK, FI, NO, SE"
,"The Damned United",Movie,"Biography, Drama, Sport",2009,tt1226271,7.5,46535,"BE, FR, NL"
,"Batman: Mystery of the Batwoman",Movie,"Action, Animation, Crime",2003,tt0346578,6.6,14522,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"Take a Chance",Movie,"Comedy, Short",1918,tt0009678,6.4,647,"AG, BB, BS, HN, NI, TT, US"
,"49th Parallel",Movie,"Drama, Thriller, War",1941,tt0033627,7.3,7866,"AG, BB, BS, HN, NI, RS, TT, US"
,"Good Boy",Movie,"Comedy, Drama, Family",2003,tt0326900,5.1,4708,"AG, BB, BS, NI, TT"
,"Cash Truck",Movie,"Action, Crime, Drama",2004,tt0347330,6.5,4463,"FR, MC"
,"Rookie of the Year",Movie,"Comedy, Family, Fantasy",1993,tt0107985,6.1,31644,"AG, BB, BS, NI, TT"
,"Booty Call",Movie,"Comedy, Romance",1997,tt0118750,5.5,9676,"AG, BB, BS, HN, NI, TT, US"
,"Scooby-Doo and the Monster of Mexico",Movie,"Adventure, Animation, Comedy",2003,tt0369903,6.3,5102,"AD, AR, BA, BE, BG, BO, BR, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HR, HU, MC, MD, ME, MK, MX, NL, NO, PE, PL, PT, RO, SE, SI, SK, SV, UY"
,"Late Autumn",Movie,"Comedy, Drama",1960,tt0053579,7.9,6299,"AG, BB, BS, HN, NI, TT"
,"Hard Times",Movie,"Crime, Drama, Sport",1975,tt0073092,7.2,12441,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,Sisters,Movie,"Horror, Mystery, Thriller",1972,tt0070698,6.9,21471,"AG, BB, BS, HN, NI, RS, TT, US"
,"Frequently Asked Questions About Time Travel",Movie,"Comedy, Sci-Fi",2009,tt0910554,7,37081,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Scott Pilgrim vs. the World",Movie,"Action, Comedy, Fantasy",2010,tt0446029,7.6,473337,"BA, BG, HN, HR, HU, MD, ME, MK, PL, SI, SK, US"
,"Tom and Jerry: The Movie",Movie,"Adventure, Animation, Comedy",1992,tt0105616,5.4,12383,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Swan Princess",Movie,"Adventure, Animation, Comedy",1994,tt0111333,6.4,27520,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Speedy,Movie,"Action, Comedy, Family",1928,tt0019412,7.6,4413,"AG, BB, BS, HN, NI, TT, US"
,"Safety Last!",Movie,"Action, Comedy, Thriller",1923,tt0014429,8.1,23414,"AG, BB, BS, HN, NI, TT, US"
,"The Broken Hearts Club: A Romantic Comedy",Movie,"Comedy, Drama, Romance",2000,tt0222850,6.9,8295,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Scarlet Pimpernel",Movie,"Adventure, Drama",1934,tt0025748,7.3,4850,"AG, BB, BS, HN, NI, TT, US"
,"Scooby-Doo! The Mystery Begins",Movie,"Adventure, Comedy, Family",2009,tt1258157,5.3,7651,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"Henry V",Movie,"Biography, Drama, History",1944,tt0036910,7,7217,"AG, BB, BS, HN, NI, TT, US"
,Whiteout,Movie,"Action, Crime, Mystery",2009,tt0365929,5.5,41340,"BZ, DO, EC, HN, JM, LC, PA, PY, TC, VE"
,"Cloudy with a Chance of Meatballs",Movie,"Adventure, Animation, Comedy",2009,tt0844471,6.9,264633,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PL, PY, SI, SK, SV, TC, UY, VE"
,"Good Hair",Movie,"Comedy, Documentary",2009,tt1213585,6.9,6255,US
,"Law Abiding Citizen",Movie,"Action, Crime, Drama",2009,tt1197624,7.4,326157,"AR, BR, CO"
,"Saw VI",Movie,"Horror, Mystery, Thriller",2009,tt1233227,6,128139,US
,"The Box",Movie,"Drama, Mystery, Thriller",2009,tt0362478,5.6,96055,"AG, BB, BS, NI, TT"
,"Ninja Assassin",Movie,"Action, Thriller",2009,tt1186367,6.3,76430,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Superman/Batman: Public Enemies",Movie,"Action, Animation, Drama",2009,tt1398941,7.1,25837,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"The Blind Side",Movie,"Biography, Drama, Sport",2009,tt0878804,7.6,366446,"AD, AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"It's Complicated",Movie,"Comedy, Drama, Romance",2009,tt1230414,6.5,99611,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Up in the Air",Movie,"Comedy, Drama, Romance",2009,tt1193138,7.4,352211,"AG, BB, BS, HN, NI, TT, US"
,Invictus,Movie,"Biography, Drama, History",2009,tt1057500,7.3,169304,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PY, SV, TC, US, UY, VE"
,"Dear John",Movie,"Drama, Romance, War",2010,tt0989757,6.3,159335,PL
,"Tooth Fairy",Movie,"Comedy, Family, Fantasy",2010,tt0808510,5,50523,"AG, BB, BS, NI, TT"
,"The Jungle Book",Movie,"Action, Adventure, Family",1942,tt0034928,6.7,4786,"AG, BB, BS, HN, NI, TT, US"
,"The Invention of Lying",Movie,"Comedy, Fantasy, Romance",2009,tt1058017,6.4,151421,"HN, RS, US"
,"The Town",Movie,"Crime, Drama, Thriller",2010,tt0840361,7.5,422539,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Trick 'r Treat",Movie,"Comedy, Horror",2007,tt0862856,6.7,107094,US
,Hamlet,Movie,Drama,1948,tt0040416,7.6,18740,"AG, BB, BS, HN, NI, TT, US"
,"Alvin and the Chipmunks: The Squeakquel",Movie,"Adventure, Comedy, Family",2009,tt1231580,4.6,55919,"AG, BB, BS, HN, NI, RS, TT, US"
,"A Nightmare on Elm Street",Movie,"Crime, Drama, Horror",2010,tt1179056,5.2,109315,"AD, AR, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Daffy Duck's Quackbusters",Movie,"Action, Adventure, Animation",1988,tt0094939,7.1,2727,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Sucker Punch",Movie,"Action, Adventure, Fantasy",2011,tt0978764,6.1,254857,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Machete,Movie,"Action, Crime, Thriller",2010,tt0985694,6.6,205560,"AG, BB, BS, HN, NI, TT, US"
,"Fort Apache the Bronx",Movie,"Crime, Drama",1981,tt0082402,6.7,7137,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, SI, SK"
,"Cop Out",Movie,"Action, Comedy, Crime",2010,tt1385867,5.5,90845,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Paranormal Activity",Movie,"Horror, Mystery",2007,tt1179904,6.3,260697,"AG, BB, BS, HN, NI, RS, TT, US"
,"Last Night",Movie,"Drama, Romance",2010,tt1294688,6.5,51012,"DK, FI, NO, SE"
,"How to Eat Fried Worms",Movie,"Comedy, Family",2006,tt0462346,5.3,6143,"AG, BB, BS, HN, NI, RS, TT, US"
,"Stop Making Sense",Movie,"Documentary, Music",1984,tt0088178,8.7,21618,"HN, US"
,"As Tears Go By",Movie,"Crime, Drama, Romance",1988,tt0096461,7,12929,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Verdict",Movie,Drama,1982,tt0084855,7.7,47052,"AG, BB, BS, NI, TT"
,"And Starring Pancho Villa as Himself",Movie,"Biography, Drama, History",2003,tt0337824,6.5,3694,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Time Traveler's Wife",Movie,"Comedy, Drama, Fantasy",2009,tt0452694,7.1,159916,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
,"Did You Hear About the Morgans?",Movie,"Comedy, Drama, Romance",2009,tt1314228,4.9,43179,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Demonlover,Movie,"Drama, Mystery, Thriller",2002,tt0284034,5.9,6600,"HN, RS, US"
,"Into the Sun",Movie,"Action, Thriller",2005,tt0358294,4.3,8122,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Aloha, Scooby-Doo!",Movie,"Adventure, Animation, Comedy",2005,tt0433771,6.3,5757,"AD, AR, BA, BE, BG, BO, BR, CL, CO, CR, CZ, DK, ES, FI, FR, GT, HR, HU, MC, MD, ME, MK, MX, NL, NO, PE, PL, PT, RO, SE, SI, SK, SV, US, UY"
,"Bee Season",Movie,"Drama, Family",2005,tt0387059,5.5,7285,"AG, BB, BS, NI, TT"
,"Blind Horizon",Movie,"Drama, Mystery, Thriller",2003,tt0337881,5.5,5015,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Detonator",Movie,"Action, Thriller",2006,tt0345461,4.7,4612,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Dinner with Friends",Movie,"Comedy, Drama, Romance",2001,tt0271461,6.2,3437,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,Bird,Movie,"Biography, Drama, Music",1988,tt0094747,7.1,13697,"FR, MC"
,"Tom and Jerry: A Nutcracker Tale",Movie,"Action, Adventure, Animation",2007,tt1114698,6.3,2166,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Scooby-Doo Meets the Boo Brothers",Movie,"Adventure, Animation, Comedy",1987,tt0189070,6.9,5252,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Julie & Julia",Movie,"Biography, Drama, Romance",2009,tt1135503,7,130517,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Death Wish 3",Movie,"Action, Crime, Drama",1985,tt0089003,5.8,17875,"AG, BB, BS, HN, NI, TT, US"
,"Friends of God: A Road Trip with Alexandra Pelosi",Movie,Documentary,2007,tt0953404,6.6,543,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,Pygmalion,Movie,"Comedy, Drama, Romance",1938,tt0030637,7.7,9834,"AG, BB, BS, HN, NI, TT, US"
,"The Life and Death of Colonel Blimp",Movie,"Drama, Romance, War",1943,tt0036112,8,16882,"AG, BB, BS, HN, NI, TT, US"
,"A Taste of Honey",Movie,Drama,1961,tt0055506,7.4,6502,"AG, BB, BS, HN, NI, TT, US"
,"Miracles: The Canton Godfather",Movie,"Action, Comedy, Crime",1989,tt0098019,6.9,5605,"HN, US"
,Shorts,Movie,"Adventure, Comedy, Family",2009,tt1100119,4.7,8109,"AG, BB, BS, HN, NI, TT, US"
,"Crazy Heart",Movie,"Drama, Music, Romance",2009,tt1263670,7.2,95566,"AG, BB, BS, NI, TT"
,Dutch,Movie,"Comedy, Drama",1991,tt0101786,6.5,14574,"AG, BB, BS, NI, TT"
,"Irma Vep",Movie,"Comedy, Drama",1996,tt0116650,7,10010,"AG, BB, BS, HN, NI, TT, US"
,"Taking Chance",Movie,"Drama, War",2009,tt1019454,7.4,15272,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"My Dinner with Andre",Movie,"Comedy, Drama",1981,tt0082783,7.7,26866,"AG, BB, BS, HN, NI, TT, US"
,"Shock Corridor",Movie,"Drama, Mystery",1963,tt0057495,7.3,13316,"AG, BB, BS, HN, NI, TT, US"
,Soapdish,Movie,"Comedy, Romance",1991,tt0102951,6.6,18005,"AG, BB, BS, NI, TT"
,House,Movie,"Comedy, Horror",1977,tt0076162,7.3,35209,"AG, BB, BS, HN, NI, RS, TT, US"
,"Multiple Maniacs",Movie,"Comedy, Crime, Horror",1970,tt0067454,6.5,4642,"AG, BB, BS, HN, NI, TT, US"
,"Ben 10: Alien Swarm",Movie,"Action, Adventure, Family",2009,tt1327701,4.6,5711,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Foreign Correspondent",Movie,"Action, Romance, Thriller",1940,tt0032484,7.4,24299,"AG, BB, BS, HN, NI, TT, US"
,"Post Grad",Movie,"Comedy, Family, Romance",2009,tt1142433,5.3,15249,"AG, BB, BS, NI, TT"
,"Children of the Corn III: Urban Harvest",Movie,"Horror, Thriller",1995,tt0109415,4.3,8563,"AG, BB, BS, HN, NI, RS, TT"
,"Children of the Corn: The Gathering",Movie,"Horror, Thriller",1996,tt0115885,4.3,5510,"AG, BB, BS, HN, NI, TT"
,"Children of the Corn V: Fields of Terror",Movie,"Fantasy, Horror, Thriller",1998,tt0150111,3.9,5365,"AG, BB, BS, HN, NI, TT"
,"Children of the Corn 666: Isaac's Return",Movie,"Horror, Mystery, Thriller",1999,tt0177625,3.5,5014,"AG, BB, BS, HN, NI, RS, TT"
,"Children of the Corn: Revelation",Movie,"Horror, Thriller",2001,tt0279730,3.4,3311,"AG, BB, BS, HN, NI, RS, TT"
,"Nothing Like the Holidays",Movie,"Comedy, Drama, Romance",2008,tt1151915,6.1,4733,"AG, BB, BS, NI, TT"
,"The Shop on Main Street",Movie,"Drama, War",1965,tt0059527,8.2,9900,"AG, BB, BS, HN, NI, TT, US"
,"To Sir, with Love",Movie,Drama,1967,tt0062376,7.6,20818,US
,"I Married a Witch",Movie,"Comedy, Fantasy, Horror",1942,tt0034881,7.1,9848,"AG, BB, BS, HN, NI, RS, TT, US"
